Civilité;Nom;Prénom;Mandat;Circonscription;Département;Candidat-e parrainé-e;Date de publication
M;MAISONS;Christian;Maire;Maillebois;Eure-et-Loir;FILLON François;18/03/2017
M;MALANDRIN;Erick;Maire;Doudeville;Seine-Maritime;FILLON François;18/03/2017
Mme;MALET;Viviane;Conseiller/ère départemental-e;;La Réunion;FILLON François;18/03/2017
Mme;MALIAR;Faustine;Conseiller/ère régional-e;Hauts-de-France;Pas-de-Calais;FILLON François;18/03/2017
Mme;MALLARONI;Laurence;Conseiller/ère départemental-e;;Corse du Sud;FILLON François;18/03/2017
M;MANGIN;Pascal;Conseiller/ère régional-e;Grand Est;Bas-Rhin;FILLON François;18/03/2017
M;MANOS;Lionel;Maire;Arandas;Ain;FILLON François;18/03/2017
Mme;MANZANARES;Béatrice;Conseiller/ère régional-e;Provence-Alpes-Côte d'Azur;Var;FILLON François;18/03/2017
Mme;MARAEA;Emma;Membre de l'assemblée de la Polynésie française;;Polynésie Française;FILLON François;18/03/2017
M;MARECHAL;Emmanuel;Maire;Outrebois;Somme;FILLON François;18/03/2017
M;MARIA;Roger;Maire;Clans;Alpes-Maritimes;FILLON François;18/03/2017
M;MARINE;Benoît;Maire;Saint-Laurent-Bretagne;Pyrénées-Atlantiques;FILLON François;18/03/2017
M;MAROTEL;Michel;Maire;Cheuge;Côte-d'Or;FILLON François;18/03/2017
M;MARTEGOUTTE;Etienne;Conseiller/ère départemental-e;;Indre-et-Loire;FILLON François;18/03/2017
Mme;MARTIN;Bénédicte;Conseiller/ère régional-e;Provence-Alpes-Côte d'Azur;Vaucluse;FILLON François;18/03/2017
Mme;MARTIN;Catya;Membre élu-e de l'assemblée des Français de l'étranger;;Français de l'étranger;FILLON François;18/03/2017
M;MARTIN;Daniel;Maire;Blyes;Ain;FILLON François;18/03/2017
M;MARTIN;Jacques J P;Maire;Nogent-sur-Marne;Val-de-Marne;FILLON François;18/03/2017
M;MARTIN;Pascal;Conseiller/ère départemental-e;;Seine-Maritime;FILLON François;18/03/2017
M;MARTIN;Sébastien;Président-e d'un conseil de communauté d'agglomération;Grand Chalon;Saône-et-Loire;FILLON François;18/03/2017
M;MARTIN;Walter;Conseiller/ère départemental-e;;Ain;FILLON François;18/03/2017
M;MARY;Alain;Maire;Les Cammazes;Tarn;FILLON François;18/03/2017
M;MASLO;Raymond;Maire;La Morte;Isère;FILLON François;18/03/2017
Mme;MASSEBEUF;Isabelle;Conseiller/ère régional-e;Auvergne-Rhône-Alpes;Ardèche;FILLON François;18/03/2017
Mme;MAURIN;Sandrine;Conseiller/ère départemental-e;;Corrèze;FILLON François;18/03/2017
M;MELCHIOR;Jean-Cyrille;Conseiller/ère départemental-e;;La Réunion;FILLON François;18/03/2017
Mme;MERLIER LEQUETTE;Sophie;Conseiller/ère régional-e;Hauts-de-France;Pas-de-Calais;FILLON François;18/03/2017
Mme;MESADIEU;Anne-Louise;Conseiller/ère régional-e;Île-de-France;Hauts-de-Seine;FILLON François;18/03/2017
Mme;MESSIER;Anne;Conseiller/ère régional-e;Île-de-France;Yvelines;FILLON François;18/03/2017
Mme;MEUNIER;Catherine;Conseiller/ère départemental-e;;Orne;FILLON François;18/03/2017
M;MICHAUD;Christian;Maire;Osenbach;Haut-Rhin;FILLON François;18/03/2017
M;MIGNONET;Philippe;Conseiller/ère départemental-e;;Pas-de-Calais;FILLON François;18/03/2017
Mme;MIGNOT;Agnès;Maire;Rigny-la-Nonneuse;Aube;FILLON François;18/03/2017
Mme;MILLER;Laure;Conseiller/ère départemental-e;;Marne;FILLON François;18/03/2017
Mme;MINARD;Christelle;Conseiller/ère départemental-e;;Eure-et-Loir;FILLON François;18/03/2017
M;MIRAMBEAU;Stéphane;Maire;Villepreux;Yvelines;FILLON François;18/03/2017
M;MIRC;Stéphane;Maire;Léguevin;Haute-Garonne;FILLON François;18/03/2017
M;MOHAMED;Bacar;Maire;Tsingoni;Mayotte;FILLON François;18/03/2017
M;MOINET;Claude;Maire;Tombeboeuf;Lot-et-Garonne;FILLON François;18/03/2017
Mme;MOLLARD-CADIX;Laure-Agnès;Conseiller/ère régional-e;Île-de-France;Seine-et-Marne;FILLON François;18/03/2017
M;MONPLAISIR;Yan;Membre de l'assemblée de Martinique;;Martinique;FILLON François;18/03/2017
M;MONSARRAT;Michel;Conseiller/ère départemental-e;;Tarn;FILLON François;18/03/2017
M;MONTAGNE;Jean-Jacques;Maire;Javernant;Aube;FILLON François;18/03/2017
M;MONTAGNE;Jean-Paul;Maire;Grandcamp-Maisy;Calvados;FILLON François;18/03/2017
Mme;MONTROSE;Diane;Membre de l'assemblée de Martinique;;Martinique;FILLON François;18/03/2017
Mme;MOREAU;Pascale;Maire;La Roche-Posay;Vienne;FILLON François;18/03/2017
M;MOTHRON;Georges;Maire;Argenteuil;Val-d'Oise;FILLON François;18/03/2017
M;MOUDENC;Jean-Luc;Maire;Toulouse;Haute-Garonne;FILLON François;18/03/2017
M;MOUILLER;Philippe;Sénateur/trice;;Deux-Sèvres;FILLON François;18/03/2017
Mme;MOULIN;Corinne;Conseiller/ère départemental-e;;Drôme;FILLON François;18/03/2017
M;MOULIN;Philippe;Maire;Le Vert;Deux-Sèvres;FILLON François;18/03/2017
M;MOUREN;Roland;Maire;Châteauneuf-les-Martigues;Bouches-du-Rhône;FILLON François;18/03/2017
Mme;MOUSSEAU;Karine;Membre de l'assemblée de Martinique;;Martinique;FILLON François;18/03/2017
Mme;MOUTOUCOMORAPOULE;Sylvie;Conseiller/ère régional-e;La Réunion;La Réunion;FILLON François;18/03/2017
M;MUCKENSTURM;Claude;Maire;Gundershoffen;Bas-Rhin;FILLON François;18/03/2017
M;MUGNIER;Jean-Marie;Maire;Busserotte-et-Montenaille;Côte-d'Or;FILLON François;18/03/2017
M;MULLER;Guy;Maire;Epône;Yvelines;FILLON François;18/03/2017
Mme;MULOT-FRISCOURT;Maïté;Conseiller/ère départemental-e;;Pas-de-Calais;FILLON François;18/03/2017
Mme;MÜNZER;Déborah;Conseiller/ère départemental-e;;Val-de-Marne;FILLON François;18/03/2017
Mme;MURIN HOARAU;Marie-Aline;Conseiller/ère régional-e;La Réunion;La Réunion;FILLON François;18/03/2017
Mme;MURRE;Joëlle;Conseiller/ère départemental-e;;Gard;FILLON François;18/03/2017
Mme;NAHMIAS;Valérie;Membre du Conseil de Paris;;Paris;FILLON François;18/03/2017
Mme;NATALI;Anne-Marie;Maire;Borgo;Haute-Corse;FILLON François;18/03/2017
M;NATUREL;Georges;Maire;Dumbéa;Nouvelle Calédonie;FILLON François;18/03/2017
M;NEUDER;Yannick;Conseiller/ère régional-e;Auvergne-Rhône-Alpes;Isère;FILLON François;18/03/2017
M;NICOLAS;Pascal;Maire;Ameuvelle;Vosges;FILLON François;18/03/2017
M;NOYELLES;Jean-Pierre;Maire;Vaires-sur-Marne;Seine-et-Marne;FILLON François;18/03/2017
M;OLIVE;Karl;Maire;Poissy;Yvelines;FILLON François;18/03/2017
M;OXIBAR;Marc;Conseiller/ère régional-e;Nouvelle-Aquitaine;Pyrénées-Atlantiques;FILLON François;18/03/2017
Mme;PAGANIN;Michèle;Conseiller/ère départemental-e;;Alpes-Maritimes;FILLON François;18/03/2017
M;PANUNZI;Jean-Jacques;Sénateur/trice;;Corse du Sud;FILLON François;18/03/2017
Mme;PATOURET;Sonia;Conseiller/ère départemental-e;;Yonne;FILLON François;18/03/2017
M;PATRIARCHE;Nicolas;Maire;Lons;Pyrénées-Atlantiques;FILLON François;18/03/2017
Mme;PAU EPOUSE ROURA;Nicole;Maire délégué-e;Huahine;Polynésie Française;FILLON François;18/03/2017
M;PAUZAT;Paul;Maire;Augy;Yonne;FILLON François;18/03/2017
M;PAYET;Vincent;Conseiller/ère régional-e;La Réunion;La Réunion;FILLON François;18/03/2017
Mme;PAYET BEN HAMIDA;Viviane;Conseiller/ère départemental-e;;La Réunion;FILLON François;18/03/2017
M;PECQUENARD;Francis;Maire;La Chaussée-d'Ivry;Eure-et-Loir;FILLON François;18/03/2017
M;PELLETIER;Jacques;Maire;Milon-la-Chapelle;Yvelines;FILLON François;18/03/2017
Mme;PERE-BRILLAULT;Anne;Conseiller/ère régional-e;Île-de-France;Yvelines;FILLON François;18/03/2017
M;PEREZ;Antonio;Membre de l'assemblée de la Polynésie française;;Polynésie Française;FILLON François;18/03/2017
Mme;PEREZ LEROUX;Nathalie;Conseiller/ère départemental-e;;Var;FILLON François;18/03/2017
M;PERNOT;Clément;Président-e d'un conseil de communauté de communes;Champagnole Nozeroy Jura;Jura;FILLON François;18/03/2017
M;PERRET;Bernard;Conseiller/ère départemental-e;;Ain;FILLON François;18/03/2017
M;PERRIN;Jean-Marc;Conseiller/ère départemental-e;;Bouches-du-Rhône;FILLON François;18/03/2017
M;PERRON;Serge;Maire;Athée;Côte-d'Or;FILLON François;18/03/2017
M;PERUGINI;Gilbert;Maire;Cuers;Var;FILLON François;18/03/2017
Mme;PETIT;Marie-Agnès;Conseiller/ère régional-e;Auvergne-Rhône-Alpes;Haute-Loire;FILLON François;18/03/2017
Mme;PETITJEAN;Hélène;Maire;Beveuge;Haute-Saône;FILLON François;18/03/2017
M;PETORIN;Jean-Claude;Maire;Cezais;Vendée;FILLON François;18/03/2017
M;PEYRIN;Jean-Claude;Conseiller/ère départemental-e;;Isère;FILLON François;18/03/2017
M;PFEFFER;Renaud;Maire;Mornant;Rhône;FILLON François;18/03/2017
M;PHILIPPE;Edouard;Député-e;7e;Seine-Maritime;FILLON François;18/03/2017
Mme;PHILIPPON;Elisabeth;Conseiller/ère départemental-e;;Aube;FILLON François;18/03/2017
Mme;PHILIPS;Annette;Conseiller/ère territorial-e de Saint-Martin;;Saint-Martin;FILLON François;18/03/2017
M;PIAN;Pascal;Maire;Villevaudé;Seine-et-Marne;FILLON François;18/03/2017
M;PICHARD;Michel;Conseiller/ère départemental-e;;Morbihan;FILLON François;18/03/2017
M;PIDOUX;Joël;Maire;Saint-Germain-en-Montagne;Jura;FILLON François;18/03/2017
M;PIERRE;Gérard;Conseiller/ère départemental-e;;Morbihan;FILLON François;18/03/2017
Mme;PINEAU;Florence;Maire;Olonne-sur-Mer;Vendée;FILLON François;18/03/2017
Mme;PINON;Anne;Conseiller/ère régional-e;Hauts-de-France;Somme;FILLON François;18/03/2017
M;PITON;Gilles;Conseiller/ère départemental-e;;Maine-et-Loire;FILLON François;18/03/2017
M;POINTEREAU;Rémy;Sénateur/trice;;Cher;FILLON François;18/03/2017
Mme;POIRAULT;Lydia;Maire;Saint-Laon;Vienne;FILLON François;18/03/2017
M;POISSON;Jean-Frédéric;Député-e;10e;Yvelines;FILLON François;18/03/2017
M;POLI;Xavier;Président-e d'un conseil de communauté de communes;Centre Corse;Haute-Corse;FILLON François;18/03/2017
M;POMPA;Claude;Maire;Figari;Corse du Sud;FILLON François;18/03/2017
M;PONGA;Alcide;Maire;Kouaoua;Nouvelle Calédonie;FILLON François;18/03/2017
M;PONGA;Maurice;Représentant-e français-e au Parlement européen;;Parlement européen;FILLON François;18/03/2017
Mme;PONS;Huguette;Maire;Montesquieu-des-Albères;Pyrénées-Orientales;FILLON François;18/03/2017
M;POUILLE;Frédéric;Maire;Courseulles-sur-Mer;Calvados;FILLON François;18/03/2017
M;POULOU;Guy;Maire;Ciboure;Pyrénées-Atlantiques;FILLON François;18/03/2017
M;POURCHET;Pierre;Maire;Beaumont-du-Lac;Haute-Vienne;FILLON François;18/03/2017
Mme;POUSSIER-WINSBACK;Marie-Agnès;Conseiller/ère régional-e;Normandie;Seine-Maritime;FILLON François;18/03/2017
M;POUTHIER;René;Maire;Baverans;Jura;FILLON François;18/03/2017
Mme;POUZADOUX;Véronique;Maire;Gannat;Allier;FILLON François;18/03/2017
M;POZZO DI BORGO;Yves;Sénateur/trice;;Paris;FILLON François;18/03/2017
M;PRIOU;Christophe;Député-e;7e;Loire-Atlantique;FILLON François;18/03/2017
M;PUDAL;Pierre-Jean;Maire;Sainte-Livrade-sur-Lot;Lot-et-Garonne;FILLON François;18/03/2017
M;PUEYO;Alexandre;Conseiller/ère départemental-e;;Val-d'Oise;FILLON François;18/03/2017
M;QUAMMIE;Michel;Maire;Régina;Guyane;FILLON François;18/03/2017
Mme;QUEBEC;Pascale;Maire;Bossugan;Gironde;FILLON François;18/03/2017
M;QUEMIN;Michel;Maire délégué-e;Marbois;Eure;FILLON François;18/03/2017
M;QUENETTE;Marc-Antoine;Conseiller/ère départemental-e;;Ardèche;FILLON François;18/03/2017
Mme;QUENTIN;Clarisse;Conseiller/ère départemental-e;;Yonne;FILLON François;18/03/2017
M;QUIGNON;Gabriel;Maire délégué-e;Noyant-Villages;Maine-et-Loire;FILLON François;18/03/2017
M;RABEHI;Mohamed;Conseiller/ère métropolitain-e de Lyon;;Rhône;FILLON François;18/03/2017
M;RABIET;Jean-Michel;Conseiller/ère départemental-e;;Haute-Marne;FILLON François;18/03/2017
Mme;RABREAU;Nadia;Conseiller/ère départemental-e;;Vendée;FILLON François;18/03/2017
M;RAIOHA;Jacques;Membre de l'assemblée de la Polynésie française;;Polynésie Française;FILLON François;18/03/2017
Mme;RAMASSAMY;Nadia;Conseiller/ère départemental-e;;La Réunion;FILLON François;18/03/2017
Mme;RAMOS;Anne;Conseiller/ère départemental-e;;Alpes-Maritimes;FILLON François;18/03/2017
Mme;RAPP;Catherine;Conseiller/ère départemental-e;;Haut-Rhin;FILLON François;18/03/2017
M;RATTIER;Didier;Maire;Saint-Léger-sur-Sarthe;Orne;FILLON François;18/03/2017
M;RAYNAL;Jean-François;Conseiller/ère départemental-e;;Yvelines;FILLON François;18/03/2017
Mme;RAZAFINATOANDRO;Fatimatie Bintie Darouchi;Conseiller/ère départemental-e;;Mayotte;FILLON François;18/03/2017
M;REDA;Robin;Maire;Juvisy-sur-Orge;Essonne;FILLON François;18/03/2017
Mme;REGNAULT;Marie-Véronique;Maire;Grésigny-Sainte-Reine;Côte-d'Or;FILLON François;18/03/2017
M;REMISE;Bernard;Maire;Saint-Urcize;Cantal;FILLON François;18/03/2017
M;REMY;Jean-Claude;Maire;Fleury-sur-Andelle;Eure;FILLON François;18/03/2017
M;RENARD;Robert;Maire;Luceau;Sarthe;FILLON François;18/03/2017
Mme;RENAUD;Dominique;Conseiller/ère régional-e;Grand Est;Meurthe-et-Moselle;FILLON François;18/03/2017
Mme;RENIER;Laurence;Conseiller/ère régional-e;Centre-Val de Loire;Cher;FILLON François;18/03/2017
Mme;RESSENCOURT;Michèle;Maire;L'Hôtellerie;Calvados;FILLON François;18/03/2017
M;REUTENAUER;Gilbert;Maire;Hinsbourg;Bas-Rhin;FILLON François;18/03/2017
Mme;REY;Marie-Camille;Conseiller/ère régional-e;Auvergne-Rhône-Alpes;Loire;FILLON François;18/03/2017
M;REYNAUD;Hervé;Maire;Saint-Chamond;Loire;FILLON François;18/03/2017
M;RIBOUD;Dominique;Conseiller/ère territorial-e de Saint-Martin;;Saint-Martin;FILLON François;18/03/2017
M;RICHARD;Arnaud;Député-e;7e;Yvelines;FILLON François;18/03/2017
Mme;RICHAUD;Joëlle;Maire;Saint-Martin-de-la-Brasque;Vaucluse;FILLON François;18/03/2017
M;RIVENQ;Christophe;Conseiller/ère régional-e;Occitanie;Gard;FILLON François;18/03/2017
M;ROBIN;Patrice;Maire;Villaines-sous-Bois;Val-d'Oise;FILLON François;18/03/2017
M;ROBINET;Arnaud;Maire;Reims;Marne;FILLON François;18/03/2017
M;RONDEAU;Serge;Maire;Challans;Vendée;FILLON François;18/03/2017
M;RONOT;Bernard;Maire;Lucey;Côte-d'Or;FILLON François;18/03/2017
Mme;ROQUETTE;Marie-Hélène;Conseiller/ère départemental-e;;Cantal;FILLON François;18/03/2017
M;ROSE;Dominique;Maire;Laize-Clinchamps;Calvados;FILLON François;18/03/2017
M;ROTGER;Michel;Maire;Chevigny-Saint-Sauveur;Côte-d'Or;FILLON François;18/03/2017
M;ROTTNER;Jean;Conseiller/ère régional-e;Grand Est;Haut-Rhin;FILLON François;18/03/2017
M;ROULEAU;Philippe;Maire;Herblay;Val-d'Oise;FILLON François;18/03/2017
M;ROUSSE LACORDAIRE;Guy;Maire;Vannes-sur-Cosson;Loiret;FILLON François;18/03/2017
M;ROUSTAN;Max;Maire;Alès;Gard;FILLON François;18/03/2017
M;ROUTHIER;Philippe;Maire;Savigny-en-Revermont;Saône-et-Loire;FILLON François;18/03/2017
M;ROUX;Dominique;Maire;Argelès-Gazost;Hautes-Pyrénées;FILLON François;18/03/2017
M;ROUX;Philippe;Maire;Buoux;Vaucluse;FILLON François;18/03/2017
M;ROUYER;William;Maire;Viarmes;Val-d'Oise;FILLON François;18/03/2017
M;ROUZIES;Guy;Maire;Saint-Cirq;Tarn-et-Garonne;FILLON François;18/03/2017
Mme;ROYER;Christel;Maire;Le Perreux-sur-Marne;Val-de-Marne;FILLON François;18/03/2017
M;ROZE;Jean-Marc;Conseiller/ère départemental-e;;Marne;FILLON François;18/03/2017
M;RUHLMANN;Jean-Guy;Maire;Lubine;Vosges;FILLON François;18/03/2017
Mme;RUMIANO;Valérie;Conseiller/ère départemental-e;;Côtes-d'Armor;FILLON François;18/03/2017
M;SABLIN;David;Maire;Tancarville;Seine-Maritime;FILLON François;18/03/2017
Mme;SACHET;Isabelle;Membre de l'assemblée de la Polynésie française;;Polynésie Française;FILLON François;18/03/2017
M;SALEIL;Jean-Claude;Maire délégué-e;Massegros Causses Gorges;Lozère;FILLON François;18/03/2017
M;SALINI;Stéphane;Conseiller/ère régional-e;Île-de-France;Seine-Saint-Denis;FILLON François;18/03/2017
M;SALMON;Philippe;Conseiller/ère départemental-e;;Marne;FILLON François;18/03/2017
M;SALOME;André;Maire;Rouy-le-Petit;Somme;FILLON François;18/03/2017
Mme;SARTRE;Huguette;Conseiller/ère départemental-e;;Gard;FILLON François;18/03/2017
M;SAULNIER-ARRIGHI;Jean-Philippe;Maire;Moulins-sur-Ouanne;Yonne;FILLON François;18/03/2017
M;SAVERY;Guy;Membre élu-e de l'assemblée des Français de l'étranger;;Français de l'étranger;FILLON François;18/03/2017
Mme;SAVIN;Ghislaine;Conseiller/ère régional-e;Auvergne-Rhône-Alpes;Drôme;FILLON François;18/03/2017
M;SCHAMING;Edouard;Maire;Reyersviller;Moselle;FILLON François;18/03/2017
M;SCHIBI;Michel;Maire;Cattenom;Moselle;FILLON François;18/03/2017
M;SCHMITT;Fernand;Maire;Wentzwiller;Haut-Rhin;FILLON François;18/03/2017
Mme;SECHET;Sylvie;Maire;Boissy-le-Cutté;Essonne;FILLON François;18/03/2017
M;SEGUINEAU;Jean-Claude;Maire;Savigny-sur-Braye;Loir-et-Cher;FILLON François;18/03/2017
M;SENE;Marc;Maire;Sarre-Union;Bas-Rhin;FILLON François;18/03/2017
M;SERRES;Jean-Michel;Conseiller/ère régional-e;Hauts-de-France;Somme;FILLON François;18/03/2017
Mme;SERT;Geneviève;Conseiller/ère départemental-e;;Seine-et-Marne;FILLON François;18/03/2017
M;SEVESTRE;Jean-Pierre;Maire;Coignières;Yvelines;FILLON François;18/03/2017
M;SIECZKOWSKI-SAMIER;Stéphane;Maire;Hesdin;Pas-de-Calais;FILLON François;18/03/2017
M;SIMON;Alain;Maire;Gimécourt;Meuse;FILLON François;18/03/2017
M;SIMON;Pascal;Maire;Saint-Guinoux;Ille-et-Vilaine;FILLON François;18/03/2017
M;SINDALI;Antoine;Maire;Corte;Haute-Corse;FILLON François;18/03/2017
M;SIRGUE;Bernard;Maire;Roquefort-sur-Soulzon;Aveyron;FILLON François;18/03/2017
M;SOL;Jean;Conseiller/ère départemental-e;;Pyrénées-Orientales;FILLON François;18/03/2017
M;SOLERE;Thierry;Député-e;9e;Hauts-de-Seine;FILLON François;18/03/2017
M;SOUDANT;Olivier;Maire;Sommepy-Tahure;Marne;FILLON François;18/03/2017
M;SOULIER;Frédéric;Maire;Brive-la-Gaillarde;Corrèze;FILLON François;18/03/2017
M;SOURIAU;Gilles;Maire;Les Essarts;Loir-et-Cher;FILLON François;18/03/2017
M;SPIRI;Jean;Conseiller/ère régional-e;Île-de-France;Hauts-de-Seine;FILLON François;18/03/2017
M;STASSINOS;Hervé;Maire;Le Pradet;Var;FILLON François;18/03/2017
M;STEMMELIN;Patrick;Maire;Moernach;Haut-Rhin;FILLON François;18/03/2017
Mme;TABAROT;Michèle;Député-e;9e;Alpes-Maritimes;FILLON François;18/03/2017
M;TABAROT;Philippe;Conseiller/ère régional-e;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;FILLON François;18/03/2017
M;TALLON;Jean-Marie;Maire;Cormeilles;Oise;FILLON François;18/03/2017
Mme;TARAHU;Teura;Membre de l'assemblée de la Polynésie française;;Polynésie Française;FILLON François;18/03/2017
Mme;TATA;Jeanine;Membre de l'assemblée de la Polynésie française;;Polynésie Française;FILLON François;18/03/2017
M;TAVAEARII;Wilfred;Maire;Taiarapu-Ouest;Polynésie Française;FILLON François;18/03/2017
M;TAVERNIER;Jean-Jacques;Maire;Mont-l'Etroit;Meurthe-et-Moselle;FILLON François;18/03/2017
M;TERRAIN;Christophe;Maire;Riscle;Gers;FILLON François;18/03/2017
M;TESSIER;Jean-Luc;Maire;Saint-Georges-le-Gaultier;Sarthe;FILLON François;18/03/2017
M;TESTON;Daniel;Maire;Thueyts;Ardèche;FILLON François;18/03/2017
M;THAON;Jean;Maire;Lantosque;Alpes-Maritimes;FILLON François;18/03/2017
M;TISSERAND;Franck;Maire;Fleurey-lès-Faverney;Haute-Saône;FILLON François;18/03/2017
M;TOMMASINI;Maxime;Conseiller/ère régional-e;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;FILLON François;18/03/2017
M;TOUGUET;Hervé;Maire;Villeparisis;Seine-et-Marne;FILLON François;18/03/2017
Mme;TOURET;Nathalie;Conseiller/ère départemental-e;;Indre-et-Loire;FILLON François;18/03/2017
M;TOURON;Éric;Conseiller/ère régional-e;Pays de la Loire;Maine-et-Loire;FILLON François;18/03/2017
Mme;TRAISNEL;Bénédicte;Conseiller/ère régional-e;Hauts-de-France;Nord;FILLON François;18/03/2017
Mme;TRAVERS;Myriam;Maire;Montville;Seine-Maritime;FILLON François;18/03/2017
M;TREMBLAY;Gérard;Maire;Val-du-Layon;Maine-et-Loire;FILLON François;18/03/2017
Mme;TRIBOUT;Marie;Conseiller/ère régional-e;Grand Est;Moselle;FILLON François;18/03/2017
M;TRYSTRAM;Antoine;Maire;Semblançay;Indre-et-Loire;FILLON François;18/03/2017
M;URBANO;Nicolas;Maire;Fontaine-Française;Côte-d'Or;FILLON François;18/03/2017
M;URLACHER;Georges;Maire;Périgny-sur-Yerres;Val-de-Marne;FILLON François;18/03/2017
Mme;VAGINAY RICOURT;Sophie;Conseiller/ère départemental-e;;Alpes-de-Haute-Provence;FILLON François;18/03/2017
M;VALADIER;Eddy;Maire;Saint-Gilles;Gard;FILLON François;18/03/2017
Mme;VALENTIN-PREBET;Isabelle;Conseiller/ère régional-e;Auvergne-Rhône-Alpes;Haute-Loire;FILLON François;18/03/2017
M;VALLEE;Fabien;Maire;Jouarre;Seine-et-Marne;FILLON François;18/03/2017
Mme;VAN GOETHEM;Christiane;Conseiller/ère départemental-e;;Loire-Atlantique;FILLON François;18/03/2017
Mme;VANSON;Brigitte;Conseiller/ère départemental-e;;Vosges;FILLON François;18/03/2017
M;VASPART;Michel;Sénateur/trice;;Côtes-d'Armor;FILLON François;18/03/2017
M;VASSELLE;Alain;Sénateur/trice;;Oise;FILLON François;18/03/2017
Mme;VAUTRIN-PENNAFORTE;Catherine;Député-e;2e;Marne;FILLON François;18/03/2017
M;VAVASSEUR-DESPERRIERS;Jean-Michel;Maire;Isles-les-Meldeuses;Seine-et-Marne;FILLON François;18/03/2017
M;VAYSSIE;Yves;Maire;Montalzat;Tarn-et-Garonne;FILLON François;18/03/2017
M;VERCIN;André;Conseiller/ère régional-e;Auvergne-Rhône-Alpes;Haute-Savoie;FILLON François;18/03/2017
Mme;VERGNE;Bernadette;Conseiller/ère départemental-e;;Allier;FILLON François;18/03/2017
M;VERZELEN;Pierre-Jean;Maire;Crécy-sur-Serre;Aisne;FILLON François;18/03/2017
M;VESPERINI;Alexandre;Membre du Conseil de Paris;;Paris;FILLON François;18/03/2017
M;VEVE;Gilles;Maire;Saint-Didier;Vaucluse;FILLON François;18/03/2017
M;VEY;Alain;Maire;Basse-Goulaine;Loire-Atlantique;FILLON François;18/03/2017
M;VIALA;Arnaud;Député-e;3e;Aveyron;FILLON François;18/03/2017
M;VIAUD;Jérôme;Maire;Grasse;Alpes-Maritimes;FILLON François;18/03/2017
M;VIDAU;Philippe;Maire;Objat;Corrèze;FILLON François;18/03/2017
M;VIGIER;Jean-Pierre;Député-e;2e;Haute-Loire;FILLON François;18/03/2017
M;VIGIER;Philippe;Député-e;4e;Eure-et-Loir;FILLON François;18/03/2017
M;VILA;Robert;Conseiller/ère départemental-e;;Pyrénées-Orientales;FILLON François;18/03/2017
M;VILAIN;Jean-Marie;Maire;Viry-Chatillon;Essonne;FILLON François;18/03/2017
M;VINCENT;Bernard;Maire;Routot;Eure;FILLON François;18/03/2017
M;VITEL;Philippe;Député-e;2e;Var;FILLON François;18/03/2017
M;VIVIER MERLE;Christian;Maire;Theizé;Rhône;FILLON François;18/03/2017
M;VOGEL;Louis;Maire;Melun;Seine-et-Marne;FILLON François;18/03/2017
M;VOIRY;Régis;Maire;Dogneville;Vosges;FILLON François;18/03/2017
M;VORGER;Jean-Michel;Maire;Les Avanchers-Valmorel;Savoie;FILLON François;18/03/2017
M;WASCAT;Benoit;Conseiller/ère régional-e;Hauts-de-France;Nord;FILLON François;18/03/2017
M;WAUQUIEZ;Laurent;Conseiller/ère régional-e;Auvergne-Rhône-Alpes;Haute-Loire;FILLON François;18/03/2017
M;WELTER;Etienne;Maire;Chémery-Chéhéry;Ardennes;FILLON François;18/03/2017
Mme;WU;Isabelle;Maire;Le Quesnel;Somme;FILLON François;18/03/2017
M;YANNO;Gaël;Membre d'une assemblée de province de la Nouvelle-Calédonie;;Nouvelle Calédonie;FILLON François;18/03/2017
M;ZAMBELLI;Jean-Claude;Membre élu-e de l'assemblée des Français de l'étranger;;Français de l'étranger;FILLON François;18/03/2017
M;BARAZZUTTI;Philippe;Maire;Bailleau-l'Evêque;Eure-et-Loir;GORGES Jean-Pierre;18/03/2017
M;BELLEVILLE;Philippe;Maire;Sennecey-lès-Dijon;Côte-d'Or;GORGES Jean-Pierre;18/03/2017
M;BILIEN;Pierre-Louis;Maire;Saint-Martin-de-Nigelles;Eure-et-Loir;GORGES Jean-Pierre;18/03/2017
M;CHARPENTIER;Michel;Maire;Fontenay-sur-Eure;Eure-et-Loir;GORGES Jean-Pierre;18/03/2017
Mme;DENIEAULT;Hélène;Maire;Challet;Eure-et-Loir;GORGES Jean-Pierre;18/03/2017
M;GOUDIN;Pierre;Maire;Les Pinthières;Eure-et-Loir;GORGES Jean-Pierre;18/03/2017
M;LE BALC'H;Serge;Maire;Meslay-le-Vidame;Eure-et-Loir;GORGES Jean-Pierre;18/03/2017
M;LOCATELLI;Jacques;Maire;Aussevielle;Pyrénées-Atlantiques;GORGES Jean-Pierre;18/03/2017
Mme;MARCETTEAU;Annick;Maire;Thivars;Eure-et-Loir;GORGES Jean-Pierre;18/03/2017
M;RAUX;Jean-Jacques;Maire;Moinville-la-Jeulin;Eure-et-Loir;GORGES Jean-Pierre;18/03/2017
M;RIGOURD;Daniel;Maire;Villemeux-sur-Eure;Eure-et-Loir;GORGES Jean-Pierre;18/03/2017
M;THOMAS;Daniel;Maire;La Prénessaye;Côtes-d'Armor;GORGES Jean-Pierre;18/03/2017
